sampling_method,model,summary,HARS,NoSampling,Balance,[14]
ADASYN,xgboost,mean,0.645221006687634,0.611455251510375,0.648033555209446,0.653914845213314
ADASYN,xgboost,median,0.680664681926927,0.666594355351299,0.693837820440593,0.687473769428985
ADASYN,xgboost,std,0.222350980508095,0.257222154884524,0.219360353938883,0.212956199598668
ADASYN,mlp,mean,0.623124484030828,0.597819420767434,0.616703837650817,0.614105021256858
ADASYN,mlp,median,0.66542214116346,0.660468261571934,0.635224568321646,0.640686940538046
ADASYN,mlp,std,0.209214050816712,0.241724033058906,0.208405963368411,0.214812273585465
ADASYN,lr,mean,0.598199991830673,0.53024674882404,0.561455234676684,0.585205186996963
ADASYN,lr,median,0.646309047201282,0.625601011257828,0.635297451985563,0.62678687238368
ADASYN,lr,std,0.229961272959642,0.28228039981134,0.237582573835872,0.233250297854018
ADASYN,knn,mean,0.601157763647563,0.524444513292342,0.582971661040365,0.591220879874169
ADASYN,knn,median,0.647191035010006,0.590923001676239,0.626201759464043,0.643041438166669
ADASYN,knn,std,0.20435379273531,0.287804487939138,0.191591698378069,0.194267117038738
RandomOverSampler,svmlinear,mean,0.59102072261968,0.447407400481232,0.572265354426228,0.590546453049216
RandomOverSampler,svmlinear,median,0.622870480101342,0.613295530696411,0.627523538939578,0.621300329283339
RandomOverSampler,svmlinear,std,0.251046201858294,0.34686436057565,0.239821114181379,0.234266603748108
RandomOverSampler,dt,mean,0.589581314877547,0.601717681575604,0.579272190398015,0.584218728009377
RandomOverSampler,dt,median,0.62668884232541,0.637141880356944,0.622741164426521,0.622990826917069
RandomOverSampler,dt,std,0.228519155505331,0.21737497015713,0.237317079152892,0.234658376468635
RandomOverSampler,svmrbf,mean,0.616492574155776,0.474659384290488,0.617560983761653,0.627055278288534
RandomOverSampler,svmrbf,median,0.695432374460807,0.582299677362932,0.676468445911921,0.683670587152579
RandomOverSampler,svmrbf,std,0.256420071607457,0.334423302864451,0.22516152980135,0.225858210803671
RandomOverSampler,rf,mean,0.622773062004051,0.575803199975224,0.603194845317623,0.61442521974658
RandomOverSampler,rf,median,0.681980476459339,0.660459552631139,0.684783485133784,0.682683883588927
RandomOverSampler,rf,std,0.259199575666672,0.293723165645992,0.282598703482662,0.276951706045438
RandomOverSampler,xgboost,mean,0.629591566024247,0.611455251510375,0.635581261367879,0.633211907410476
RandomOverSampler,xgboost,median,0.68237277540379,0.666594355351299,0.679370343424741,0.677960448398427
RandomOverSampler,xgboost,std,0.246872144036272,0.257222154884524,0.23750573639482,0.240755569220298
RandomOverSampler,mlp,mean,0.618801124285561,0.597819420767434,0.623249400312648,0.623427077678265
RandomOverSampler,mlp,median,0.658744418546834,0.660468261571934,0.650124852626368,0.653660983118019
RandomOverSampler,mlp,std,0.21455923380443,0.241724033058906,0.20233003372052,0.208867763756661
RandomOverSampler,lr,mean,0.61140829883079,0.53024674882404,0.572908660524767,0.591449298874187
RandomOverSampler,lr,median,0.670292013416054,0.625601011257828,0.642868728626556,0.647127426783121
RandomOverSampler,lr,std,0.224675293653396,0.28228039981134,0.238410292920342,0.23737043804917
RandomOverSampler,knn,mean,0.602295711183337,0.524444513292342,0.597404143172374,0.598699412015686
RandomOverSampler,knn,median,0.638194319252519,0.590923001676239,0.63258732329191,0.641236584903908
RandomOverSampler,knn,std,0.202461990438098,0.287804487939138,0.192741861577791,0.195837775820188
SMOTE,svmlinear,mean,0.587902470635904,0.447407400481232,0.572305804434641,0.595144322436846
SMOTE,svmlinear,median,0.635792403978341,0.613295530696411,0.63836713187409,0.627801422566242
SMOTE,svmlinear,std,0.247848326758001,0.34686436057565,0.245043894475017,0.235014918582457
SMOTE,dt,mean,0.600801438558038,0.601717681575604,0.586767354712614,0.594816271728539
SMOTE,dt,median,0.615741495877736,0.637141880356944,0.620870822900313,0.619384271552084
SMOTE,dt,std,0.211694898702399,0.21737497015713,0.227074498922449,0.217686576937898
SMOTE,svmrbf,mean,0.6219713376364,0.474659384290488,0.616594764868235,0.635798874944926
SMOTE,svmrbf,median,0.69468601195464,0.582299677362932,0.680270373887625,0.690396832076192
SMOTE,svmrbf,std,0.237866169621894,0.334423302864451,0.228008058230542,0.217437956555702
SMOTE,rf,mean,0.640864466714972,0.575803199975224,0.636385439988919,0.642977536087485
SMOTE,rf,median,0.686150410955179,0.660459552631139,0.691449964708031,0.680351696612677
SMOTE,rf,std,0.234239073832538,0.293723165645992,0.242212271368026,0.238937117033918
SMOTE,xgboost,mean,0.644473987912022,0.611455251510375,0.653634343069273,0.652238167462835
SMOTE,xgboost,median,0.670941098441226,0.666594355351299,0.680701938565125,0.679691566496362
SMOTE,xgboost,std,0.223923893984945,0.257222154884524,0.217599075746837,0.214550175283316
SMOTE,mlp,mean,0.621616561562509,0.597819420767434,0.612063206421805,0.623810079531798
SMOTE,mlp,median,0.650115478524649,0.660468261571934,0.646662119998743,0.6568289277757
SMOTE,mlp,std,0.209390301405099,0.241724033058906,0.216329474028087,0.20769892168889
SMOTE,lr,mean,0.603122273941291,0.53024674882404,0.575096511323334,0.594916216076085
SMOTE,lr,median,0.650463704934419,0.625601011257828,0.644648000401218,0.64546954617997
SMOTE,lr,std,0.224704455347554,0.28228039981134,0.240444072733067,0.235004377815251
SMOTE,knn,mean,0.609548071819946,0.524444513292342,0.589673220247133,0.598263958932593
SMOTE,knn,median,0.65593122052906,0.590923001676239,0.632159409330533,0.648837843412341
SMOTE,knn,std,0.20462486426029,0.287804487939138,0.193832933977133,0.196728698809957
SMOTEENN,svmlinear,mean,0.587926948427022,0.447407400481232,0.566475724515325,
SMOTEENN,svmlinear,median,0.633449513852365,0.613295530696411,0.629725426417084,
SMOTEENN,svmlinear,std,0.237105564204716,0.34686436057565,0.236095970295406,
SMOTEENN,dt,mean,0.606204534132635,0.601717681575604,0.594439323030605,
SMOTEENN,dt,median,0.637302193617766,0.637141880356944,0.643534393142884,
SMOTEENN,dt,std,0.194121789586899,0.21737497015713,0.21234442196151,
SMOTEENN,svmrbf,mean,0.592097984758831,0.474659384290488,0.605299136809218,
SMOTEENN,svmrbf,median,0.620794473344756,0.582299677362932,0.661041019021881,
SMOTEENN,svmrbf,std,0.238973077759732,0.334423302864451,0.214050528356988,
SMOTEENN,rf,mean,0.618867726888837,0.575803199975224,0.633999935036287,
SMOTEENN,rf,median,0.654038689946559,0.660459552631139,0.664998000464378,
SMOTEENN,rf,std,0.212700541077035,0.293723165645992,0.214213364900647,
SMOTEENN,xgboost,mean,0.628087944881489,0.611455251510375,0.650983416160667,
SMOTEENN,xgboost,median,0.63153372718707,0.666594355351299,0.67796745631036,
SMOTEENN,xgboost,std,0.198470503745227,0.257222154884524,0.186611843951007,
SMOTEENN,mlp,mean,0.627299107691174,0.597819420767434,0.62064819800935,
SMOTEENN,mlp,median,0.6634235808992,0.660468261571934,0.658106365913747,
SMOTEENN,mlp,std,0.199327661161667,0.241724033058906,0.18724896242434,
SMOTEENN,lr,mean,0.596593060702043,0.53024674882404,0.565073906405207,
SMOTEENN,lr,median,0.634289092989293,0.625601011257828,0.639193773556674,
SMOTEENN,lr,std,0.22382650649811,0.28228039981134,0.234976762751815,
SMOTEENN,knn,mean,0.594605802977976,0.524444513292342,0.570761259639646,
SMOTEENN,knn,median,0.618667915286769,0.590923001676239,0.606930101210146,
SMOTEENN,knn,std,0.20511895061473,0.287804487939138,0.195212686128191,
RandomUnderSampler,svmlinear,mean,0.569691115591439,0.447407400481232,0.536712726252144,
RandomUnderSampler,svmlinear,median,0.632810365201603,0.613295530696411,0.609339279164061,
RandomUnderSampler,svmlinear,std,0.247935210797944,0.34686436057565,0.248309472682251,
RandomUnderSampler,dt,mean,0.554734922018106,0.601717681575604,0.515086127845066,
RandomUnderSampler,dt,median,0.607008482417367,0.637141880356944,0.590284156314199,
RandomUnderSampler,dt,std,0.240027647627373,0.21737497015713,0.245322841064469,
RandomUnderSampler,svmrbf,mean,0.611956375925501,0.474659384290488,0.565415230511022,
RandomUnderSampler,svmrbf,median,0.684989494925854,0.582299677362932,0.649865950776846,
RandomUnderSampler,svmrbf,std,0.236464340855623,0.334423302864451,0.238370601649677,
RandomUnderSampler,rf,mean,0.623011789145325,0.575803199975224,0.570192617597529,
RandomUnderSampler,rf,median,0.683826780813818,0.660459552631139,0.646476409833896,
RandomUnderSampler,rf,std,0.244095299651149,0.293723165645992,0.249240178807185,
RandomUnderSampler,xgboost,mean,0.596152698594462,0.611455251510375,0.545906599381395,
RandomUnderSampler,xgboost,median,0.659623492751331,0.666594355351299,0.636659305679143,
RandomUnderSampler,xgboost,std,0.254842966653615,0.257222154884524,0.260370835326287,
RandomUnderSampler,mlp,mean,0.560327586712628,0.597819420767434,0.520713151056539,
RandomUnderSampler,mlp,median,0.613893218548871,0.660468261571934,0.605235368662526,
RandomUnderSampler,mlp,std,0.245844497301743,0.241724033058906,0.247514247291907,
RandomUnderSampler,lr,mean,0.58124976534416,0.53024674882404,0.545932454600203,
RandomUnderSampler,lr,median,0.67760323093208,0.625601011257828,0.623139254575375,
RandomUnderSampler,lr,std,0.246884032144398,0.28228039981134,0.242776598930359,
RandomUnderSampler,knn,mean,0.565300868769833,0.524444513292342,0.526559059314619,
RandomUnderSampler,knn,median,0.62521675040268,0.590923001676239,0.595792777661504,
RandomUnderSampler,knn,std,0.229996681680454,0.287804487939138,0.221796544504409,
ClusterCentroids,svmlinear,mean,0.570518043004789,0.447407400481232,0.540130150480658,
ClusterCentroids,svmlinear,median,0.638100442506943,0.613295530696411,0.616663088728025,
ClusterCentroids,svmlinear,std,0.240681396142405,0.34686436057565,0.24544474473898,
ClusterCentroids,dt,mean,0.525365338816549,0.601717681575604,0.48133066991393,
ClusterCentroids,dt,median,0.583775012029711,0.637141880356944,0.564907028180383,
ClusterCentroids,dt,std,0.25197927670601,0.21737497015713,0.252292621649999,
ClusterCentroids,svmrbf,mean,0.602056724662541,0.474659384290488,0.56005636390844,
ClusterCentroids,svmrbf,median,0.658875275273893,0.582299677362932,0.633925892983582,
ClusterCentroids,svmrbf,std,0.233273687291529,0.334423302864451,0.244888480050168,
ClusterCentroids,rf,mean,0.580421184626438,0.575803199975224,0.514699753071527,
ClusterCentroids,rf,median,0.634090205802377,0.660459552631139,0.598466732096974,
ClusterCentroids,rf,std,0.261685383952891,0.293723165645992,0.263919236544588,
ClusterCentroids,xgboost,mean,0.561461140800791,0.611455251510375,0.502840950265925,
ClusterCentroids,xgboost,median,0.619953037644731,0.666594355351299,0.583921875467687,
ClusterCentroids,xgboost,std,0.262944892810171,0.257222154884524,0.262772552124611,
ClusterCentroids,mlp,mean,0.569469123272115,0.597819420767434,0.531191655161005,
ClusterCentroids,mlp,median,0.601308226292837,0.660468261571934,0.597135707872629,
ClusterCentroids,mlp,std,0.231642245736395,0.241724033058906,0.244220608449471,
ClusterCentroids,lr,mean,0.572980831388428,0.53024674882404,0.5345578564388,
ClusterCentroids,lr,median,0.648116706830958,0.625601011257828,0.626958611801289,
ClusterCentroids,lr,std,0.243190258341677,0.28228039981134,0.248798743479438,
ClusterCentroids,knn,mean,0.571601304017517,0.524444513292342,0.527160294279111,
ClusterCentroids,knn,median,0.62348900702546,0.590923001676239,0.614112713226334,
ClusterCentroids,knn,std,0.224964312723637,0.287804487939138,0.228814552875782,
SMOTETomek,all_models,mean,0.618646800457759,0.545444200089592,0.605848577402601,
SMOTETomek,all_models,median,0.656886804390056,0.632753829998368,0.656732974712393,
SMOTETomek,all_models,std,0.222630972251382,0.28860136112914,0.225796448776986,
ADASYN,all_models,mean,0.613622886575682,0.545444200089592,0.598378721041427,0.611497640494241
ADASYN,all_models,median,0.658644910133939,0.632753829998368,0.649774529208438,0.65323763820333
ADASYN,all_models,std,0.224429530692502,0.28860136112914,0.2242531065112,0.220491515012654
RandomOverSampler,all_models,mean,0.610245546747624,0.545444200089592,0.600179604910148,0.60787917188404
RandomOverSampler,all_models,median,0.663173189698642,0.632753829998368,0.653074359325655,0.651681385633664
RandomOverSampler,all_models,std,0.23431653698079,0.28860136112914,0.232140819260462,0.231248563782246
SMOTE,all_models,mean,0.616287576097635,0.545444200089592,0.605315080633244,0.617245678400138
SMOTE,all_models,median,0.657250624222717,0.632753829998368,0.659517724155545,0.658824152022826
SMOTE,all_models,std,0.223247298987174,0.28860136112914,0.226292211595444,0.219785716116343
SMOTEENN,all_models,mean,0.606460388807501,0.545444200089592,0.600960112450788,
SMOTEENN,all_models,median,0.638274786388449,0.632753829998368,0.651106201787915,
SMOTEENN,all_models,std,0.212739589209431,0.28860136112914,0.210980782377062,
RandomUnderSampler,all_models,mean,0.582803140262682,0.545444200089592,0.540814745819815,
RandomUnderSampler,all_models,median,0.654165055332334,0.632753829998368,0.615964139189085,
RandomUnderSampler,all_models,std,0.242074220686942,0.28860136112914,0.242707330734173,
ClusterCentroids,all_models,mean,0.569234211323647,0.545444200089592,0.523995961689925,
ClusterCentroids,all_models,median,0.623647609084118,0.632753829998368,0.597484416565302,
ClusterCentroids,all_models,std,0.242531762075689,0.28860136112914,0.247655837935215,
