sampling_method,model,summary,HARS,Balance,[14]
SMOTETomek,mlp,std,0.150515907059611,0.159931578228153,
SMOTETomek,knn,mean,0.795657685667333,0.80012844604103,
SMOTETomek,knn,median,0.853115178109939,0.832899630739754,
SMOTETomek,knn,std,0.196298153739563,0.157389605939957,
SMOTETomek,dt,mean,0.803674167881842,0.792523198706098,
SMOTETomek,dt,median,0.819463218819981,0.822726590643546,
SMOTETomek,dt,std,0.164067607333416,0.187201090899468,
SMOTETomek,rf,mean,0.827489835139798,0.840694854524202,
SMOTETomek,rf,median,0.876728544816585,0.881474987705445,
SMOTETomek,rf,std,0.186027497457772,0.174559483622017,
SMOTETomek,svmlinear,mean,0.752000720158326,0.771057289647267,
SMOTETomek,svmlinear,median,0.834893043824219,0.793928046597127,
SMOTETomek,svmlinear,std,0.264819573874278,0.20974279180591,
SMOTETomek,svmrbf,mean,0.79383275684257,0.82582713066815,
SMOTETomek,svmrbf,median,0.861024965048252,0.869254344027942,
SMOTETomek,svmrbf,std,0.224696886324538,0.182401249917531,
SMOTETomek,lr,mean,0.776703441037505,0.773712151529858,
SMOTETomek,lr,median,0.829358947479627,0.791309308042005,
SMOTETomek,lr,std,0.202490491193329,0.201556671617044,
ClusterCentroids,xgboost,mean,0.821674234365123,0.705560597817927,
ClusterCentroids,xgboost,median,0.863222351269614,0.78113175318703,
ClusterCentroids,xgboost,std,0.191508915926414,0.260755149755646,
ClusterCentroids,mlp,mean,0.819362708557427,0.732982597333363,
ClusterCentroids,mlp,median,0.837546403161756,0.784469920943036,
ClusterCentroids,mlp,std,0.150515907059611,0.227245137524259,
ClusterCentroids,knn,mean,0.795657685667333,0.729732089149607,
ClusterCentroids,knn,median,0.853115178109939,0.762298912642025,
ClusterCentroids,knn,std,0.196298153739563,0.215526198571554,
ClusterCentroids,dt,mean,0.803674167881842,0.672508322106683,
ClusterCentroids,dt,median,0.819463218819981,0.721125900232367,
ClusterCentroids,dt,std,0.164067607333416,0.250934590633727,
ClusterCentroids,rf,mean,0.827489835139798,0.731240770312205,
ClusterCentroids,rf,median,0.876728544816585,0.794579964959157,
ClusterCentroids,rf,std,0.186027497457772,0.25738035271574,
ClusterCentroids,svmlinear,mean,0.752000720158326,0.735881144751553,
ClusterCentroids,svmlinear,median,0.834893043824219,0.760236087983673,
ClusterCentroids,svmlinear,std,0.264819573874278,0.226722520077065,
ClusterCentroids,svmrbf,mean,0.79383275684257,0.786707198559571,
ClusterCentroids,svmrbf,median,0.861024965048252,0.845446248148291,
ClusterCentroids,svmrbf,std,0.224696886324538,0.210487774916574,
ClusterCentroids,lr,mean,0.776703441037505,0.73166301063462,
ClusterCentroids,lr,median,0.829358947479627,0.747267775122125,
ClusterCentroids,lr,std,0.202490491193329,0.229765134095467,
RandomUnderSampler,xgboost,mean,0.821674234365123,0.731563423166804,
RandomUnderSampler,xgboost,median,0.863222351269614,0.798030296812062,
RandomUnderSampler,xgboost,std,0.191508915926414,0.231129520784042,
RandomUnderSampler,mlp,mean,0.819362708557427,0.710066334115174,
RandomUnderSampler,mlp,median,0.837546403161756,0.720385690387938,
RandomUnderSampler,mlp,std,0.150515907059611,0.222934849670837,
RandomUnderSampler,knn,mean,0.795657685667333,0.731179373952491,
RandomUnderSampler,knn,median,0.853115178109939,0.732668998574894,
RandomUnderSampler,knn,std,0.196298153739563,0.193648147156725,
RandomUnderSampler,dt,mean,0.803674167881842,0.706859396486354,
RandomUnderSampler,dt,median,0.819463218819981,0.756159903130525,
RandomUnderSampler,dt,std,0.164067607333416,0.230642464433197,
RandomUnderSampler,rf,mean,0.827489835139798,0.767863408706586,
RandomUnderSampler,rf,median,0.876728544816585,0.811460967984385,
RandomUnderSampler,rf,std,0.186027497457772,0.213212212651203,
RandomUnderSampler,svmlinear,mean,0.752000720158326,0.733284162792682,
RandomUnderSampler,svmlinear,median,0.834893043824219,0.75821319225649,
RandomUnderSampler,svmlinear,std,0.264819573874278,0.224219832926921,
RandomUnderSampler,svmrbf,mean,0.79383275684257,0.771254168822234,
RandomUnderSampler,svmrbf,median,0.861024965048252,0.8232322553904,
RandomUnderSampler,svmrbf,std,0.224696886324538,0.189795538793548,
RandomUnderSampler,lr,mean,0.776703441037505,0.741003779114423,
RandomUnderSampler,lr,median,0.829358947479627,0.72835596844484,
RandomUnderSampler,lr,std,0.202490491193329,0.211830547456525,
SMOTEENN,all_models,mean,0.79879944370624,0.801416836764633,
SMOTEENN,all_models,median,0.845565948934391,0.831545103968424,
SMOTEENN,all_models,std,0.199813653984932,0.171913356408496,
SMOTE,all_models,mean,0.79879944370624,0.808376507538252,0.819791641547252
SMOTE,all_models,median,0.845565948934391,0.850364785002346,0.854806742600514
SMOTE,all_models,std,0.199813653984932,0.178649828141891,0.163921684438917
ADASYN,all_models,mean,0.798978310686308,0.79831541419783,0.812724005987461
ADASYN,all_models,median,0.845565948934391,0.835899082144913,0.846127772308654
ADASYN,all_models,std,0.199981605980377,0.18169130707118,0.169222828698801
RandomOverSampler,all_models,mean,0.79879944370624,0.804581853144768,0.812922369543998
RandomOverSampler,all_models,median,0.845565948934391,0.841089046923871,0.847166162440105
RandomOverSampler,all_models,std,0.199813653984932,0.181837836663992,0.176587719900262
SMOTETomek,all_models,mean,0.79879944370624,0.808169137950102,
SMOTETomek,all_models,median,0.845565948934391,0.850772446225679,
SMOTETomek,all_models,std,0.199813653984932,0.178864267414692,
ClusterCentroids,all_models,mean,0.79879944370624,0.728284466333191,
ClusterCentroids,all_models,median,0.845565948934391,0.771449178069591,
ClusterCentroids,all_models,std,0.199813653984932,0.235184880918541,
RandomUnderSampler,all_models,mean,0.79879944370624,0.736634255894593,
RandomUnderSampler,all_models,median,0.845565948934391,0.766262362969944,
RandomUnderSampler,all_models,std,0.199813653984932,0.214254997727017,
