sampling_method,model,summary,HARS,Balance,[14]
ADASYN,xgboost,median,0.913730576090709,0.926578029076001,0.920901710352302
ADASYN,xgboost,std,0.111130976389034,0.116186465127526,0.0956650087528315
ADASYN,mlp,mean,0.873700849424955,0.865808234497819,0.86563686496537
ADASYN,mlp,median,0.887431078364856,0.873861810367548,0.895249361654781
ADASYN,mlp,std,0.110265109050781,0.120204328024507,0.131631384016229
ADASYN,knn,mean,0.869354567666443,0.852034529419356,0.861986355314726
ADASYN,knn,median,0.910900832933976,0.876095797408596,0.879259225591874
ADASYN,knn,std,0.140861482138214,0.129369314703227,0.123834854958654
ADASYN,dt,mean,0.869790029620868,0.857537712146633,0.867713329912698
ADASYN,dt,median,0.893087886007834,0.899891153199433,0.894931684132732
ADASYN,dt,std,0.0990070543361636,0.135127225512618,0.112611795534473
ADASYN,rf,mean,0.903140932107218,0.892117385285258,0.907577644841007
ADASYN,rf,median,0.925474915479589,0.92511300870352,0.927734706364248
ADASYN,rf,std,0.0925819331129512,0.132918267790488,0.0963032047950611
ADASYN,svmlinear,mean,0.859284594903145,0.815056945092183,0.843451151007745
ADASYN,svmlinear,median,0.881465178265267,0.835131899920167,0.849948347561078
ADASYN,svmlinear,std,0.123914409381226,0.167061524850778,0.133943360742412
ADASYN,svmrbf,mean,0.877171136842467,0.858181043716604,0.894147268061259
ADASYN,svmrbf,median,0.917165284426828,0.909363315348313,0.924204743439638
ADASYN,svmrbf,std,0.14389933529727,0.170569049221453,0.105017352551232
ADASYN,lr,mean,0.853663231523706,0.819719531598942,0.847796187568469
ADASYN,lr,median,0.866577324124936,0.845761947515609,0.863013685455711
ADASYN,lr,std,0.120771120023479,0.152080066812194,0.124714419118467
RandomOverSampler,xgboost,mean,0.889642404454,0.895692705555633,0.897271217125044
RandomOverSampler,xgboost,median,0.913730576090709,0.913795450648718,0.91612201048386
RandomOverSampler,xgboost,std,0.110661012051137,0.0970308273609067,0.0920686650843928
RandomOverSampler,mlp,mean,0.873603754795036,0.86979140709636,0.879330581999153
RandomOverSampler,mlp,median,0.887431078364856,0.883848642047949,0.893598332494623
RandomOverSampler,mlp,std,0.110160509954701,0.122127540575686,0.101314597583174
RandomOverSampler,knn,mean,0.869354567666443,0.865436736759384,0.868816394036476
RandomOverSampler,knn,median,0.910900832933976,0.884730651942477,0.895291382665504
RandomOverSampler,knn,std,0.140861482138214,0.116142666245231,0.115614200453468
RandomOverSampler,dt,mean,0.869479291548969,0.854492921954365,0.860462071260584
RandomOverSampler,dt,median,0.893087886007834,0.891354028774627,0.896938925731919
RandomOverSampler,dt,std,0.0986633320622546,0.142083412748575,0.122800484961371
RandomOverSampler,rf,mean,0.902898371210768,0.894693808789459,0.907922352917789
RandomOverSampler,rf,median,0.925474915479589,0.923894402326629,0.922922879881809
RandomOverSampler,rf,std,0.0923303800835895,0.125767263337919,0.0923328987849669
RandomOverSampler,svmlinear,mean,0.859065241153039,0.833032267035054,0.854240953198622
RandomOverSampler,svmlinear,median,0.881465178265267,0.841506315145427,0.856671374484005
RandomOverSampler,svmlinear,std,0.123670303935953,0.141175228384356,0.119328255114235
RandomOverSampler,svmrbf,mean,0.876951783092361,0.88853991511787,0.897897742748008
RandomOverSampler,svmrbf,median,0.917165284426828,0.91632145766841,0.920576342915856
RandomOverSampler,svmrbf,std,0.143717340985401,0.110455698756277,0.101117601353543
RandomOverSampler,lr,mean,0.853310993752203,0.839871898775929,0.859074653313516
RandomOverSampler,lr,median,0.866577324124936,0.847208472330766,0.857863783996803
RandomOverSampler,lr,std,0.120369034051562,0.125726966679118,0.108649369016887
SMOTETomek,xgboost,mean,0.889642404454,0.896843671494971,
SMOTETomek,xgboost,median,0.913730576090709,0.92104970297046,
SMOTETomek,xgboost,std,0.110661012051137,0.0972458699117412,
SMOTETomek,mlp,mean,0.873603754795036,0.868191792606607,
SMOTETomek,mlp,median,0.887431078364856,0.891239768795871,
SMOTETomek,mlp,std,0.110160509954701,0.136987958222314,
SMOTETomek,knn,mean,0.869354567666443,0.861928935890537,
SMOTETomek,knn,median,0.910900832933976,0.881818646622286,
SMOTETomek,knn,std,0.140861482138214,0.126173478862056,
SMOTETomek,dt,mean,0.869479291548969,0.861991564112591,
SMOTETomek,dt,median,0.893087886007834,0.888274638940935,
SMOTETomek,dt,std,0.0986633320622546,0.123468645543472,
SMOTETomek,rf,mean,0.902898371210768,0.899559742454563,
SMOTETomek,rf,median,0.925474915479589,0.92225666604918,
SMOTETomek,rf,std,0.0923303800835895,0.122220854687499,
SMOTETomek,svmlinear,mean,0.859065241153039,0.83843940588969,
SMOTETomek,svmlinear,median,0.881465178265267,0.83679823343045,
SMOTETomek,svmlinear,std,0.123670303935953,0.151590899855593,
SMOTETomek,svmrbf,mean,0.876951783092361,0.876716536992371,
SMOTETomek,svmrbf,median,0.917165284426828,0.924606838410936,
SMOTETomek,svmrbf,std,0.143717340985401,0.162156937587575,
SMOTETomek,lr,mean,0.853310993752203,0.840745567692741,
SMOTETomek,lr,median,0.866577324124936,0.8479219195178,
SMOTETomek,lr,std,0.120369034051562,0.136853634503724,
ClusterCentroids,xgboost,mean,0.889642404454,0.775382514164094,
ClusterCentroids,xgboost,median,0.913730576090709,0.844289365075525,
ClusterCentroids,xgboost,std,0.110661012051137,0.239567547779958,
ClusterCentroids,mlp,mean,0.873603754795036,0.797933098545641,
ClusterCentroids,mlp,median,0.887431078364856,0.814491003553315,
ClusterCentroids,mlp,std,0.110160509954701,0.194839122445316,
ClusterCentroids,knn,mean,0.869354567666443,0.78116761172755,
ClusterCentroids,knn,median,0.910900832933976,0.827480174033998,
ClusterCentroids,knn,std,0.140861482138214,0.21779826188897,
ClusterCentroids,dt,mean,0.869479291548969,0.73871764199019,
ClusterCentroids,dt,median,0.893087886007834,0.802694725240277,
ClusterCentroids,dt,std,0.0986633320622546,0.230588249047808,
ClusterCentroids,rf,mean,0.902898371210768,0.806443976821642,
ClusterCentroids,rf,median,0.925474915479589,0.89497105044949,
ClusterCentroids,rf,std,0.0923303800835895,0.231369993677813,
ClusterCentroids,svmlinear,mean,0.859065241153039,0.798556356194214,
ClusterCentroids,svmlinear,median,0.881465178265267,0.826335447123039,
ClusterCentroids,svmlinear,std,0.123670303935953,0.191301727584147,
ClusterCentroids,svmrbf,mean,0.876951783092361,0.845472989254139,
ClusterCentroids,svmrbf,median,0.917165284426828,0.909297756340869,
ClusterCentroids,svmrbf,std,0.143717340985401,0.196589054247354,
ClusterCentroids,lr,mean,0.853310993752203,0.793604713397391,
ClusterCentroids,lr,median,0.866577324124936,0.818082442622286,
ClusterCentroids,lr,std,0.120369034051562,0.194181632559672,
RandomUnderSampler,xgboost,mean,0.889642404454,0.790896107723672,
RandomUnderSampler,xgboost,median,0.913730576090709,0.833790236023639,
RandomUnderSampler,xgboost,std,0.110661012051137,0.197592853181576,
RandomUnderSampler,mlp,mean,0.873603754795036,0.768997105951047,
RandomUnderSampler,mlp,median,0.887431078364856,0.799895347435899,
RandomUnderSampler,mlp,std,0.110160509954701,0.187841806450816,
RandomUnderSampler,knn,mean,0.869354567666443,0.794563106181937,
RandomUnderSampler,knn,median,0.910900832933976,0.81403275117865,
RandomUnderSampler,knn,std,0.140861482138214,0.159475965368737,
RandomUnderSampler,dt,mean,0.869479291548969,0.774271368520744,
RandomUnderSampler,dt,median,0.893087886007834,0.812420665004493,
RandomUnderSampler,dt,std,0.0986633320622546,0.192626639909595,
RandomUnderSampler,rf,mean,0.902898371210768,0.833196450635995,
RandomUnderSampler,rf,median,0.925474915479589,0.862045630049884,
RandomUnderSampler,rf,std,0.0923303800835895,0.169138611486003,
RandomUnderSampler,svmlinear,mean,0.859065241153039,0.79719263981752,
RandomUnderSampler,svmlinear,median,0.881465178265267,0.816303715756849,
RandomUnderSampler,svmlinear,std,0.123670303935953,0.183428613437847,
RandomUnderSampler,svmrbf,mean,0.876951783092361,0.833122562957877,
RandomUnderSampler,svmrbf,median,0.917165284426828,0.847757103254939,
RandomUnderSampler,svmrbf,std,0.143717340985401,0.142460635694809,
RandomUnderSampler,lr,mean,0.853310993752203,0.804941219849784,
RandomUnderSampler,lr,median,0.866577324124936,0.820977109242725,
RandomUnderSampler,lr,std,0.120369034051562,0.159586560240446,
SMOTEENN,all_models,mean,0.874288300959103,0.863916807736386,
SMOTEENN,all_models,median,0.90073046118973,0.87887652063736,
SMOTEENN,all_models,std,0.118164411358407,0.121066483367301,
SMOTE,all_models,mean,0.874288300959103,0.868154680182154,0.880655819635754
SMOTE,all_models,median,0.90073046118973,0.893956588193869,0.903425687721864
SMOTE,all_models,std,0.118164411358407,0.133520883115059,0.108423440814735
ADASYN,all_models,mean,0.874537630688894,0.856076117001235,0.87323447015618
ADASYN,all_models,median,0.90073046118973,0.880346431356776,0.894359638385535
ADASYN,all_models,std,0.118400687153361,0.142274136928616,0.116931095861967
RandomOverSampler,all_models,mean,0.874288300959103,0.867693957635506,0.878126995824899
RandomOverSampler,all_models,median,0.90073046118973,0.891309388856746,0.897095516450444
RandomOverSampler,all_models,std,0.118164411358407,0.123816415881582,0.107542983129863
SMOTETomek,all_models,mean,0.874288300959103,0.868052152141759,
SMOTETomek,all_models,median,0.90073046118973,0.892216234590908,
SMOTETomek,all_models,std,0.118164411358407,0.133298190313206,
ClusterCentroids,all_models,mean,0.874288300959103,0.792159862761858,
ClusterCentroids,all_models,median,0.90073046118973,0.842424388734386,
ClusterCentroids,all_models,std,0.118164411358407,0.21189696913864,
RandomUnderSampler,all_models,mean,0.874288300959103,0.799647570204822,
RandomUnderSampler,all_models,median,0.90073046118973,0.829276361709442,
RandomUnderSampler,all_models,std,0.118164411358407,0.174049281622068,
