sampling_method,model,summary,HARS,NoSampling,Balance,[14]
SMOTETomek,xgboost,std,0.221941390550668,0.258212733513632,0.214465509112072,
SMOTETomek,mlp,mean,0.571285923125775,0.535484698321662,0.57003961266381,
SMOTETomek,mlp,median,0.614689732411981,0.594496008127248,0.603103879230348,
SMOTETomek,mlp,std,0.21293354209704,0.24308185953683,0.212313187456112,
SMOTETomek,knn,mean,0.547849902718137,0.448143765590329,0.538413571343498,
SMOTETomek,knn,median,0.587297980020072,0.555389474628276,0.599811688212439,
SMOTETomek,knn,std,0.186190562561148,0.277818824106764,0.181796408304273,
SMOTETomek,dt,mean,0.544438192053588,0.538297510106272,0.529039576975216,
SMOTETomek,dt,median,0.610352721403444,0.585871505670667,0.555678707174483,
SMOTETomek,dt,std,0.211936043391594,0.211280311951826,0.219831779474273,
SMOTETomek,rf,mean,0.563758722798963,0.492648602743714,0.582044207774756,
SMOTETomek,rf,median,0.615455851388422,0.593203832723139,0.65857963248817,
SMOTETomek,rf,std,0.24290444379871,0.290891983759582,0.242856929469469,
SMOTETomek,svmlinear,mean,0.501694035720261,0.331675018695751,0.518729547430909,
SMOTETomek,svmlinear,median,0.587132917446778,0.23742290727339,0.592338694046101,
SMOTETomek,svmlinear,std,0.254911713804805,0.321312592620556,0.241151236115701,
SMOTETomek,svmrbf,mean,0.522863567309451,0.377670751701609,0.574761013958495,
SMOTETomek,svmrbf,median,0.619272871869958,0.379198586323073,0.65533695710483,
SMOTETomek,svmrbf,std,0.261442687322338,0.316892221201763,0.217148247420963,
SMOTETomek,lr,mean,0.52953334836124,0.443426487728591,0.52147228135568,
SMOTETomek,lr,median,0.599066297043404,0.466619071266153,0.601161692863132,
SMOTETomek,lr,std,0.232190300802027,0.270644238408883,0.242821736905045,
ClusterCentroids,xgboost,mean,0.518106112329637,0.546845826346679,0.457538000687034,
ClusterCentroids,xgboost,median,0.591966595548745,0.649088539020102,0.550036941192669,
ClusterCentroids,xgboost,std,0.252266415769169,0.258212733513632,0.241545304447837,
ClusterCentroids,mlp,mean,0.524150767661688,0.535484698321662,0.486516881211739,
ClusterCentroids,mlp,median,0.575256827411808,0.594496008127248,0.55686666444031,
ClusterCentroids,mlp,std,0.220770133873381,0.24308185953683,0.231239232397919,
ClusterCentroids,knn,mean,0.524098690735546,0.448143765590329,0.486572807933445,
ClusterCentroids,knn,median,0.579386664148277,0.555389474628276,0.563360774785629,
ClusterCentroids,knn,std,0.202999947618245,0.277818824106764,0.207166772684565,
ClusterCentroids,dt,mean,0.476299942607162,0.538297510106272,0.437048306996948,
ClusterCentroids,dt,median,0.559316881561983,0.585871505670667,0.52411231683837,
ClusterCentroids,dt,std,0.239485208228783,0.211280311951826,0.232070150437501,
ClusterCentroids,rf,mean,0.533037945355589,0.492648602743714,0.470439321895108,
ClusterCentroids,rf,median,0.606743280812929,0.593203832723139,0.530866885057121,
ClusterCentroids,rf,std,0.248883441964355,0.290891983759582,0.24289602527285,
ClusterCentroids,svmlinear,mean,0.505672292342568,0.331675018695751,0.491733785030126,
ClusterCentroids,svmlinear,median,0.5895168872237,0.23742290727339,0.557410695612296,
ClusterCentroids,svmlinear,std,0.232974019402896,0.321312592620556,0.235581101477304,
ClusterCentroids,svmrbf,mean,0.548997111570813,0.377670751701609,0.512767084855089,
ClusterCentroids,svmrbf,median,0.615052690568959,0.379198586323073,0.579832247462871,
ClusterCentroids,svmrbf,std,0.213604307539458,0.316892221201763,0.22133254515334,
ClusterCentroids,lr,mean,0.515744600100364,0.443426487728591,0.489637416811817,
ClusterCentroids,lr,median,0.599516962814689,0.466619071266153,0.571596595492649,
ClusterCentroids,lr,std,0.235234304930225,0.270644238408883,0.241741275518657,
RandomUnderSampler,xgboost,mean,0.543315463614825,0.546845826346679,0.502764326644949,
RandomUnderSampler,xgboost,median,0.621021918863986,0.649088539020102,0.598554427269357,
RandomUnderSampler,xgboost,std,0.250120754048748,0.258212733513632,0.252497332941211,
RandomUnderSampler,mlp,mean,0.518902563200888,0.535484698321662,0.476800387254681,
RandomUnderSampler,mlp,median,0.598343140180321,0.594496008127248,0.549271839672555,
RandomUnderSampler,mlp,std,0.228782532887385,0.24308185953683,0.244289297823386,
RandomUnderSampler,knn,mean,0.514986862873098,0.448143765590329,0.474982111265384,
RandomUnderSampler,knn,median,0.58171461758353,0.555389474628276,0.563044622144477,
RandomUnderSampler,knn,std,0.213037774463003,0.277818824106764,0.217146959354578,
RandomUnderSampler,dt,mean,0.504667253598958,0.538297510106272,0.466004278388646,
RandomUnderSampler,dt,median,0.568752606017739,0.585871505670667,0.550102680748688,
RandomUnderSampler,dt,std,0.227156783222285,0.211280311951826,0.236969266858274,
RandomUnderSampler,rf,mean,0.568738704875923,0.492648602743714,0.520995223933259,
RandomUnderSampler,rf,median,0.660688290801934,0.593203832723139,0.635483544135501,
RandomUnderSampler,rf,std,0.237778044326691,0.290891983759582,0.247320544204577,
RandomUnderSampler,svmlinear,mean,0.506136119157008,0.331675018695751,0.491331812143518,
RandomUnderSampler,svmlinear,median,0.582074656944007,0.23742290727339,0.580720945602561,
RandomUnderSampler,svmlinear,std,0.24213108946209,0.321312592620556,0.245921078324289,
RandomUnderSampler,svmrbf,mean,0.545834616932461,0.377670751701609,0.5081938408352,
RandomUnderSampler,svmrbf,median,0.618517078760692,0.379198586323073,0.589230820817334,
RandomUnderSampler,svmrbf,std,0.228610083101445,0.316892221201763,0.236331583494713,
RandomUnderSampler,lr,mean,0.516872548843589,0.443426487728591,0.496983618026722,
RandomUnderSampler,lr,median,0.607635643223264,0.466619071266153,0.592085939259892,
RandomUnderSampler,lr,std,0.239577976305271,0.270644238408883,0.248154950184524,
SMOTEENN,all_models,mean,0.535368243296186,0.464274082654326,0.547665811907138,
SMOTEENN,all_models,median,0.574551379197842,0.566200585845683,0.605709126176311,
SMOTEENN,all_models,std,0.206430108884071,0.282183499926674,0.206422811969693,
SMOTE,all_models,mean,0.547231001803041,0.464274082654326,0.553257135020454,0.559071061132295
SMOTE,all_models,median,0.609313534254791,0.566200585845683,0.611830746903527,0.613529954251793
SMOTE,all_models,std,0.225492602374939,0.282183499926674,0.221747857399028,0.216158548089375
ADASYN,all_models,mean,0.547800239405595,0.464274082654326,0.550023920607291,0.556145497589519
ADASYN,all_models,median,0.616124664563374,0.566200585845683,0.604456263839256,0.608094822164281
ADASYN,all_models,std,0.229962615737551,0.282183499926674,0.221051582920749,0.218106471255772
RandomOverSampler,all_models,mean,0.533476851732536,0.464274082654326,0.544863956693455,0.547676303511046
RandomOverSampler,all_models,median,0.606109885260411,0.566200585845683,0.609988801102631,0.607488698758027
RandomOverSampler,all_models,std,0.239039826392244,0.282183499926674,0.231889842195796,0.230162977654385
SMOTETomek,all_models,mean,0.545532939127498,0.464274082654326,0.553951091913891,
SMOTETomek,all_models,median,0.612521226907712,0.566200585845683,0.611725219788433,
SMOTETomek,all_models,std,0.227580850338463,0.282183499926674,0.221272299683111,
ClusterCentroids,all_models,mean,0.518263432837921,0.464274082654326,0.479031700677663,
ClusterCentroids,all_models,median,0.589754134241086,0.566200585845683,0.563050210277068,
ClusterCentroids,all_models,std,0.229100498104846,0.282183499926674,0.229916672684046,
RandomUnderSampler,all_models,mean,0.527431766637093,0.464274082654326,0.492256949811545,
RandomUnderSampler,all_models,median,0.597165320575578,0.566200585845683,0.582105761207448,
RandomUnderSampler,all_models,std,0.231492823315962,0.282183499926674,0.238712332199444,
