sampling_method,model,summary,HARS,NoSampling,Balance,[14]
RandomOverSampler,lr,mean,0.661387596694156,0.595327572908309,0.629271890930665,0.647105952826631
RandomOverSampler,lr,median,0.698747656458839,0.654038851366954,0.69234012908346,0.700084043731477
RandomOverSampler,lr,std,0.229641142187125,0.290470023202819,0.245387455356375,0.243131056175324
SMOTETomek,xgboost,mean,0.694939952222448,0.666679231888583,0.701512586384784,
SMOTETomek,xgboost,median,0.744204143169431,0.716502040662156,0.740449215789621,
SMOTETomek,xgboost,std,0.22473062143397,0.257451894524585,0.218079438331083,
SMOTETomek,mlp,mean,0.683915862502422,0.651671161341223,0.669237985539222,
SMOTETomek,mlp,median,0.735919896935306,0.726722055552374,0.726429220001281,
SMOTETomek,mlp,std,0.209917993005589,0.244551329885727,0.222742859839195,
SMOTETomek,knn,mean,0.665573852283362,0.597195866884648,0.647500359461023,
SMOTETomek,knn,median,0.690658470464535,0.677602856208679,0.663356365319763,
SMOTETomek,knn,std,0.214679718358896,0.297148051071126,0.209082012015874,
SMOTETomek,dt,mean,0.654776996588772,0.652880672767717,0.642635484610309,
SMOTETomek,dt,median,0.66066114534196,0.664191165951308,0.655332998479134,
SMOTETomek,dt,std,0.220275348992655,0.222650868805968,0.232839695333846,
SMOTETomek,rf,mean,0.695123520208779,0.641572468129781,0.692355734905542,
SMOTETomek,rf,median,0.732916370758602,0.711820151108181,0.722884695206465,
SMOTETomek,rf,std,0.238848566364494,0.295309756046019,0.245316892709359,
SMOTETomek,svmlinear,mean,0.650615009076989,0.52991656364901,0.630330533959364,
SMOTETomek,svmlinear,median,0.699000177068149,0.650058985453515,0.6927055659338,
SMOTETomek,svmlinear,std,0.24661828110132,0.356722889912989,0.251466230424359,
SMOTETomek,svmrbf,mean,0.688334611671993,0.563788188077538,0.677855201124991,
SMOTETomek,svmrbf,median,0.712749763390781,0.665235419389745,0.714042022855854,
SMOTETomek,svmrbf,std,0.236617772139046,0.34919052026801,0.238965862124013,
SMOTETomek,lr,mean,0.657885171372006,0.595327572908309,0.632971755168978,
SMOTETomek,lr,median,0.696475303143111,0.654038851366954,0.702233839002606,
SMOTETomek,lr,std,0.229931438899406,0.290470023202819,0.247569090683511,
ClusterCentroids,xgboost,mean,0.606973514572559,0.666679231888583,0.554657354598295,
ClusterCentroids,xgboost,median,0.639412774651664,0.716502040662156,0.606992298095006,
ClusterCentroids,xgboost,std,0.265659732199722,0.257451894524585,0.272344660456926,
ClusterCentroids,mlp,mean,0.621067994442303,0.651671161341223,0.586558770389503,
ClusterCentroids,mlp,median,0.653182466598456,0.726722055552374,0.62564257427742,
ClusterCentroids,mlp,std,0.238424639666348,0.244551329885727,0.252770297897604,
ClusterCentroids,knn,mean,0.625506041974673,0.597195866884648,0.582385115529999,
ClusterCentroids,knn,median,0.671570700891576,0.677602856208679,0.651332485664524,
ClusterCentroids,knn,std,0.233335517421609,0.297148051071126,0.240347834829598,
ClusterCentroids,dt,mean,0.572591433666678,0.652880672767717,0.532825093944691,
ClusterCentroids,dt,median,0.62081253874551,0.664191165951308,0.59345915099956,
ClusterCentroids,dt,std,0.25841063018016,0.222650868805968,0.262135737249641,
ClusterCentroids,rf,mean,0.628758428794423,0.641572468129781,0.574788282205981,
ClusterCentroids,rf,median,0.692919863661045,0.711820151108181,0.646504231844672,
ClusterCentroids,rf,std,0.265523205123292,0.295309756046019,0.275666295467378,
ClusterCentroids,svmlinear,mean,0.624876306890603,0.52991656364901,0.596681336544471,
ClusterCentroids,svmlinear,median,0.677209846933641,0.650058985453515,0.6677257842246,
ClusterCentroids,svmlinear,std,0.247635510450612,0.356722889912989,0.253329974079377,
ClusterCentroids,svmrbf,mean,0.663941759961084,0.563788188077538,0.630039668424377,
ClusterCentroids,svmrbf,median,0.701211817815432,0.665235419389745,0.686684429540144,
ClusterCentroids,svmrbf,std,0.244983837794374,0.34919052026801,0.261298596568817,
ClusterCentroids,lr,mean,0.623648944094108,0.595327572908309,0.592695427286526,
ClusterCentroids,lr,median,0.677105869354697,0.654038851366954,0.662049688411345,
ClusterCentroids,lr,std,0.249441737818523,0.290470023202819,0.258485617785197,
RandomUnderSampler,xgboost,mean,0.640101108524303,0.666679231888583,0.596125177652041,
RandomUnderSampler,xgboost,median,0.696216239137087,0.716502040662156,0.665192201066098,
RandomUnderSampler,xgboost,std,0.253709861501202,0.257451894524585,0.262340638614395,
RandomUnderSampler,mlp,mean,0.613971837131541,0.651671161341223,0.5721632927256,
RandomUnderSampler,mlp,median,0.663309324384492,0.726722055552374,0.616569013740877,
RandomUnderSampler,mlp,std,0.254607011434623,0.244551329885727,0.253991152790452,
RandomUnderSampler,knn,mean,0.621000833894342,0.597195866884648,0.582634259457093,
RandomUnderSampler,knn,median,0.680585797840506,0.677602856208679,0.645759649192584,
RandomUnderSampler,knn,std,0.239370362414022,0.297148051071126,0.23239702373289,
RandomUnderSampler,dt,mean,0.59860788183989,0.652880672767717,0.562808808472543,
RandomUnderSampler,dt,median,0.648169721261779,0.664191165951308,0.604991988642659,
RandomUnderSampler,dt,std,0.244671787021096,0.222650868805968,0.25130605571461,
RandomUnderSampler,rf,mean,0.667023662047478,0.641572468129781,0.624683210348918,
RandomUnderSampler,rf,median,0.725467609643596,0.711820151108181,0.688624180996992,
RandomUnderSampler,rf,std,0.245910104295175,0.295309756046019,0.254073010804897,
RandomUnderSampler,svmlinear,mean,0.623014518574949,0.52991656364901,0.594987308128653,
RandomUnderSampler,svmlinear,median,0.681421217893734,0.650058985453515,0.652879564603017,
RandomUnderSampler,svmlinear,std,0.253566183674813,0.356722889912989,0.256891914818132,
RandomUnderSampler,svmrbf,mean,0.666244976596706,0.563788188077538,0.624684863832445,
RandomUnderSampler,svmrbf,median,0.708561978809297,0.665235419389745,0.679182094990446,
RandomUnderSampler,svmrbf,std,0.24611565177971,0.34919052026801,0.248498927617594,
RandomUnderSampler,lr,mean,0.630796165302022,0.595327572908309,0.604051446538128,
RandomUnderSampler,lr,median,0.7018259277917,0.654038851366954,0.67158286018742,
RandomUnderSampler,lr,std,0.252069471793557,0.290470023202819,0.251923724086132,
SMOTEENN,all_models,mean,0.667086063995793,0.612378965705851,0.656619705181285,
SMOTEENN,all_models,median,0.687170757804782,0.680807997279697,0.692907916009936,
SMOTEENN,all_models,std,0.219584884421641,0.293792101931349,0.221510727850112,
SMOTE,all_models,mean,0.672018773352446,0.612378965705851,0.661402857909583,0.672078863738752
SMOTE,all_models,median,0.707735022484179,0.680807997279697,0.704528246080864,0.709085799386268
SMOTE,all_models,std,0.228417603263214,0.293792101931349,0.233779420441472,0.227437289861615
ADASYN,all_models,mean,0.668005483093862,0.612378965705851,0.652517068077057,0.66586567375236
ADASYN,all_models,median,0.707277160402437,0.680807997279697,0.696015259577495,0.706165394642802
ADASYN,all_models,std,0.228714388882252,0.293792101931349,0.231227591486644,0.227835124858496
RandomOverSampler,all_models,mean,0.665378205087421,0.612378965705851,0.656292671722627,0.663980692781073
RandomOverSampler,all_models,median,0.707069467188711,0.680807997279697,0.699949401148369,0.709023097226965
RandomOverSampler,all_models,std,0.237414433776963,0.293792101931349,0.238740080283438,0.237560105959696
SMOTETomek,all_models,mean,0.673895621990846,0.612378965705851,0.661799955144276,
SMOTETomek,all_models,median,0.706080828505754,0.680807997279697,0.706712149013438,
SMOTETomek,all_models,std,0.226857051994039,0.293792101931349,0.233231526420112,
ClusterCentroids,all_models,mean,0.620920553049554,0.612378965705851,0.58132888111548,
ClusterCentroids,all_models,median,0.66817289708111,0.680807997279697,0.642620401287785,
ClusterCentroids,all_models,std,0.249796944922596,0.293792101931349,0.259105498592035,
RandomUnderSampler,all_models,mean,0.632595122988903,0.612378965705851,0.595267295894428,
RandomUnderSampler,all_models,median,0.688136629138117,0.680807997279697,0.654707364367156,
RandomUnderSampler,all_models,std,0.247854152415669,0.293792101931349,0.250437682784422,
