sampling_method,model,summary,HARS,Balance,[14]
ADASYN,lr,mean,0.885141081230368,0.87698804324188,0.893726516604211
ADASYN,lr,median,0.917910520541059,0.913233564433398,0.914058235085279
ADASYN,lr,std,0.1222680318032,0.112301065657733,0.0989184113910553
ADASYN,knn,mean,0.927358473300473,0.910184031271565,0.917162536385935
ADASYN,knn,median,0.93487764517481,0.91173161999511,0.924399508994129
ADASYN,knn,std,0.0652764215426285,0.0768243405686015,0.0731770309865252
RandomOverSampler,svmlinear,mean,0.891295588810721,0.880446708276313,0.893394368300307
RandomOverSampler,svmlinear,median,0.924207980714432,0.907461878232924,0.917242524133836
RandomOverSampler,svmlinear,std,0.123261515208017,0.111195125965771,0.099142143912112
RandomOverSampler,dt,mean,0.908229839331654,0.913011963468322,0.912484357116652
RandomOverSampler,dt,median,0.926572835992321,0.927918421132668,0.924350654539665
RandomOverSampler,dt,std,0.0816336986228925,0.0772795407522308,0.0761620817033005
RandomOverSampler,svmrbf,mean,0.932615033609979,0.941220441821168,0.94701387982252
RandomOverSampler,svmrbf,median,0.94550253979736,0.944270948739221,0.946066539083646
RandomOverSampler,svmrbf,std,0.0698772251079886,0.0507739366653349,0.042263106826756
RandomOverSampler,rf,mean,0.941714060981275,0.947468585845532,0.950308786226827
RandomOverSampler,rf,median,0.962603863898976,0.969440527684348,0.973158075461418
RandomOverSampler,rf,std,0.0632925597329977,0.0560868058508578,0.053165110328173
RandomOverSampler,xgboost,mean,0.931821843180269,0.935580175522105,0.935796167692426
RandomOverSampler,xgboost,median,0.95454798013559,0.955192762045124,0.953988915516884
RandomOverSampler,xgboost,std,0.0736812181931719,0.065055005101619,0.0646169354723868
RandomOverSampler,mlp,mean,0.917993838140179,0.923412307637307,0.928050531125749
RandomOverSampler,mlp,median,0.943852713205426,0.945262838060209,0.943074200444395
RandomOverSampler,mlp,std,0.0843773093088769,0.0723755958157822,0.0622453997922021
RandomOverSampler,lr,mean,0.884612724573113,0.888468698334416,0.896265938553652
RandomOverSampler,lr,median,0.917910520541059,0.917701739172638,0.915745072819217
RandomOverSampler,lr,std,0.121805065475132,0.103557388667237,0.0966926797859352
RandomOverSampler,knn,mean,0.927358473300473,0.918212412480003,0.920258813048566
RandomOverSampler,knn,median,0.93487764517481,0.919580166633036,0.925961650098481
RandomOverSampler,knn,std,0.0652764215426285,0.0723803448260293,0.0722016502610723
SMOTE,svmlinear,mean,0.891295588810721,0.889918594860199,0.897845056910031
SMOTE,svmlinear,median,0.924207980714432,0.916579499945587,0.918649718273875
SMOTE,svmlinear,std,0.123261515208017,0.103242162219082,0.0969948227833659
SMOTE,dt,mean,0.908229839331654,0.909924169895385,0.912278064969012
SMOTE,dt,median,0.926572835992321,0.931027910017458,0.931665005939254
SMOTE,dt,std,0.0816336986228925,0.079782327221909,0.0803841585033279
SMOTE,svmrbf,mean,0.932615033609979,0.944399751483675,0.949794458570386
SMOTE,svmrbf,median,0.94550253979736,0.944186231140275,0.945433831082682
SMOTE,svmrbf,std,0.0698772251079886,0.0456447666114796,0.0403653027658081
SMOTE,rf,mean,0.941714060981275,0.951864442442504,0.952655802051257
SMOTE,rf,median,0.962603863898976,0.967342078769119,0.970515341410021
SMOTE,rf,std,0.0632925597329977,0.047366007587207,0.0500467918763709
SMOTE,xgboost,mean,0.931821843180269,0.935857312718989,0.933800307667752
SMOTE,xgboost,median,0.95454798013559,0.954074580560064,0.95523155637448
SMOTE,xgboost,std,0.0736812181931719,0.0621896410147905,0.0718836271729038
SMOTE,mlp,mean,0.917993838140179,0.927985299206883,0.928324995636333
SMOTE,mlp,median,0.943852713205426,0.945768644870996,0.950109630068714
SMOTE,mlp,std,0.0843773093088769,0.0652957248126107,0.0633112160001573
SMOTE,lr,mean,0.884612724573113,0.893061208201981,0.898612577187972
SMOTE,lr,median,0.917910520541059,0.921243739159342,0.917323370548187
SMOTE,lr,std,0.121805065475132,0.0980400443081616,0.0942034507909267
SMOTE,knn,mean,0.927358473300473,0.918889713489774,0.927480451821629
SMOTE,knn,median,0.93487764517481,0.922312477560154,0.928469588518292
SMOTE,knn,std,0.0652764215426285,0.0709722345565334,0.0651762615414272
SMOTEENN,svmlinear,mean,0.891295588810721,0.887055518994291,
SMOTEENN,svmlinear,median,0.924207980714432,0.905935096912435,
SMOTEENN,svmlinear,std,0.123261515208017,0.100735515277977,
SMOTEENN,dt,mean,0.908229839331654,0.911173574300259,
SMOTEENN,dt,median,0.926572835992321,0.92700943387033,
SMOTEENN,dt,std,0.0816336986228925,0.0767283013266283,
SMOTEENN,svmrbf,mean,0.932615033609979,0.935201327686396,
SMOTEENN,svmrbf,median,0.94550253979736,0.940729615556822,
SMOTEENN,svmrbf,std,0.0698772251079886,0.0549574000567129,
SMOTEENN,rf,mean,0.941714060981275,0.94460234515707,
SMOTEENN,rf,median,0.962603863898976,0.961287452598467,
SMOTEENN,rf,std,0.0632925597329977,0.0521085277860236,
SMOTEENN,xgboost,mean,0.931821843180269,0.926877387395688,
SMOTEENN,xgboost,median,0.95454798013559,0.947947402491431,
SMOTEENN,xgboost,std,0.0736812181931719,0.0705165157336914,
SMOTEENN,mlp,mean,0.917993838140179,0.923387768107882,
SMOTEENN,mlp,median,0.943852713205426,0.936669387909534,
SMOTEENN,mlp,std,0.0843773093088769,0.0631708300469484,
SMOTEENN,lr,mean,0.884612724573113,0.889619941056558,
SMOTEENN,lr,median,0.917910520541059,0.909735112118262,
SMOTEENN,lr,std,0.121805065475132,0.0977017370290422,
SMOTEENN,knn,mean,0.927358473300473,0.905711773811543,
SMOTEENN,knn,median,0.93487764517481,0.905423071402545,
SMOTEENN,knn,std,0.0652764215426285,0.0762065141173703,
RandomUnderSampler,svmlinear,mean,0.891295588810721,0.85936122543727,
RandomUnderSampler,svmlinear,median,0.924207980714432,0.908618967109566,
RandomUnderSampler,svmlinear,std,0.123261515208017,0.134062127715412,
RandomUnderSampler,dt,mean,0.908229839331654,0.830241214673952,
RandomUnderSampler,dt,median,0.926572835992321,0.859996427209956,
RandomUnderSampler,dt,std,0.0816336986228925,0.155480724569548,
RandomUnderSampler,svmrbf,mean,0.932615033609979,0.881144144667572,
RandomUnderSampler,svmrbf,median,0.94550253979736,0.906883283589917,
RandomUnderSampler,svmrbf,std,0.0698772251079886,0.114110763083183,
RandomUnderSampler,rf,mean,0.941714060981275,0.890902276658823,
RandomUnderSampler,rf,median,0.962603863898976,0.939735121558436,
RandomUnderSampler,rf,std,0.0632925597329977,0.119788450450431,
RandomUnderSampler,xgboost,mean,0.931821843180269,0.84867745279014,
RandomUnderSampler,xgboost,median,0.95454798013559,0.880360058531359,
RandomUnderSampler,xgboost,std,0.0736812181931719,0.137972679863049,
RandomUnderSampler,mlp,mean,0.917993838140179,0.827269937695514,
RandomUnderSampler,mlp,median,0.943852713205426,0.87077608115633,
RandomUnderSampler,mlp,std,0.0843773093088769,0.143904351973279,
RandomUnderSampler,lr,mean,0.884612724573113,0.861022347614353,
RandomUnderSampler,lr,median,0.917910520541059,0.895327129339304,
RandomUnderSampler,lr,std,0.121805065475132,0.130896876615962,
RandomUnderSampler,knn,mean,0.927358473300473,0.851199707541744,
RandomUnderSampler,knn,median,0.93487764517481,0.89337355953005,
RandomUnderSampler,knn,std,0.0652764215426285,0.128515033531929,
ClusterCentroids,svmlinear,mean,0.891295588810721,0.855174910875196,
ClusterCentroids,svmlinear,median,0.924207980714432,0.905472450997583,
ClusterCentroids,svmlinear,std,0.123261515208017,0.147062895308746,
ClusterCentroids,dt,mean,0.908229839331654,0.800987583652847,
ClusterCentroids,dt,median,0.926572835992321,0.852166478548029,
ClusterCentroids,dt,std,0.0816336986228925,0.181368726227031,
ClusterCentroids,svmrbf,mean,0.932615033609979,0.917247383346963,
ClusterCentroids,svmrbf,median,0.94550253979736,0.935860669328524,
ClusterCentroids,svmrbf,std,0.0698772251079886,0.0927851249904945,
ClusterCentroids,rf,mean,0.941714060981275,0.88592544193207,
ClusterCentroids,rf,median,0.962603863898976,0.927249828410911,
ClusterCentroids,rf,std,0.0632925597329977,0.14598225185788,
ClusterCentroids,xgboost,mean,0.931821843180269,0.843698871744841,
ClusterCentroids,xgboost,median,0.95454798013559,0.894017964988344,
ClusterCentroids,xgboost,std,0.0736812181931719,0.18222590974593,
ClusterCentroids,mlp,mean,0.917993838140179,0.86429165931406,
ClusterCentroids,mlp,median,0.943852713205426,0.902845566546896,
ClusterCentroids,mlp,std,0.0843773093088769,0.126119064824525,
ClusterCentroids,lr,mean,0.884612724573113,0.855747482436213,
ClusterCentroids,lr,median,0.917910520541059,0.901765574302008,
ClusterCentroids,lr,std,0.121805065475132,0.142494457616939,
ClusterCentroids,knn,mean,0.927358473300473,0.84729004093327,
ClusterCentroids,knn,median,0.93487764517481,0.907257408843283,
ClusterCentroids,knn,std,0.0652764215426285,0.164592785446358,
SMOTETomek,all_models,mean,0.916955175240958,0.921307711278274,
SMOTETomek,all_models,median,0.937831876203379,0.935792294627633,
SMOTETomek,all_models,std,0.0886584685553593,0.0756396579604754,
ADASYN,all_models,mean,0.917329169835645,0.912392614329932,0.921074670630067
ADASYN,all_models,median,0.937831876203379,0.937522829404708,0.940229219768729
ADASYN,all_models,std,0.0889504470850522,0.0867757877680284,0.0781795554603227
RandomOverSampler,all_models,mean,0.916955175240958,0.918477661673145,0.922946605235837
RandomOverSampler,all_models,median,0.937831876203379,0.935668732098034,0.9371221817342
RandomOverSampler,all_models,std,0.0886584685553593,0.0803028867240077,0.0744816131826742
SMOTE,all_models,mean,0.916955175240958,0.921487561537425,0.925098964351796
SMOTE,all_models,median,0.937831876203379,0.936101436447735,0.941729917742874
SMOTE,all_models,std,0.0886584685553593,0.0758520383309113,0.0739058950417498
SMOTEENN,all_models,mean,0.916955175240958,0.91545370456371,
SMOTEENN,all_models,median,0.937831876203379,0.934903651098238,
SMOTEENN,all_models,std,0.0886584685553593,0.0768770145542501,
RandomUnderSampler,all_models,mean,0.916955175240958,0.856227288384921,
RandomUnderSampler,all_models,median,0.937831876203379,0.893448586513728,
RandomUnderSampler,all_models,std,0.0886584685553593,0.132602698218965,
ClusterCentroids,all_models,mean,0.916955175240958,0.858795421779432,
ClusterCentroids,all_models,median,0.937831876203379,0.907600107003741,
ClusterCentroids,all_models,std,0.0886584685553593,0.150691846057091,
